app_id,app_name,review_text,review_score,review_votes
42680,Call of Duty: Modern Warfare 3,Don't play this ♥♥♥♥♥ multiplayer pls. 1/10,-1,1
42680,Call of Duty: Modern Warfare 3,"I I like the way that the finity ward dude man didi the fun stuff and the man in charge named price is also a good man and fun to learn and duh soap is dies but soap dont live any way so dats ok, and but the ghosty s dies in teh modern 2 fare but ghost no live s anyway so i like dat n n makarov is a man who is a do bad things and he like did the ww3 and and i dont like him cause he is not good guy, and and thats not good cause heven and hell is bad because i have christmas in my pants",1,0
42680,Call of Duty: Modern Warfare 3,Great game with friends. Graphics arn't brilliant though.,1,0
42680,Call of Duty: Modern Warfare 3,"best game ever 10/10 better than cs-go,cs-source,cs-1.6,cs,desteny,loki,sun ho kong,ozeri,van persie,balotelli,hazard,infeltrator,maple story/extalya,the crew,ac-unity,all ac,all cs,mortal combat   more to come soon",1,1
42680,Call of Duty: Modern Warfare 3,The best CoD history until black ops 2!!! And the Multiplayer is so cool! But there are some hackers too but is ok...!!! LOVE COD!!! HATE HACKERS!!,1,1
42680,Call of Duty: Modern Warfare 3,"It was sort of fun. Brainless, button mashing fun, but still some fun. If you want some no-thinking, fast-twitch nerve pumping, down a couple of Red Bulls and jump in.  Don't look for any tactical depth or decision making – this is strictly a console arcade game with nice set decoration. In tactics, somewhere between chickens with their heads cut off and rabbits mating.  Campaign is basically a tunnel you walk through with your NPCs getting in your way and saying things like, 'Frost! Charge in like a headless chicken, NOW!' (Hint, mostly ignore the NPCs). The story.... if you don't still believe in Santa Claus, you'll find it silly and implausible.  Ending was a series of HIT PAGE DOWN NOW! HIT B-O-T-H the RIGHT and LEFT mouse buttons NOW!  So prepare to yawn and roll your eyes.  Still, who doesn't like going for the head shot on the bad guys?  If you can get this one seriously on sale, and have run out of other games to play, could be worth it.  Can't recommend it at full price.  ",-1,0
42680,Call of Duty: Modern Warfare 3,"If you love first person shooters, you'll love this game. ",1,0
42680,Call of Duty: Modern Warfare 3,Great Game. If you want to have fun just to shoot people then this is your game!,1,0
42680,Call of Duty: Modern Warfare 3,There is ACTUALLY RECOIL!!!  Can you believe that???    No.    10/10 Awesome,1,1
42680,Call of Duty: Modern Warfare 3,"Very nice game, love it since I was in high school.",1,0
42680,Call of Duty: Modern Warfare 3,goood game (:  but dont but this game now !!!,1,0
42680,Call of Duty: Modern Warfare 3,"It's a game with guns... pew, pew! Okay, i'm serious now, this game is amazing! The graphics are ok for the time, but the real thing is the gameplay.   You have a campaign continuing the things that happend in MW2, And also 4 dificulties. The dificulties are: Recruit, Regular, Hardened, and veteran. The dificulties have little mesages to: Recruit= For players who are new to first-person action games; Regular= Your abilities on combat will be tested; Hardened= Your Skills will be strained; Veteran= You will not survive.  You also have a Special ops witch includes survival! and you can play missions too.  The real fun is when you get a friend to play a friend to play over with you (Don't know if it works localy though) all the missions and survive with you. The survival is basicly you or your friend choses a map and then you get waves thrown at you (Not sure if wave limit exists though).   The multiplayer is what you expect from a call of duty game. Custom classes, game modes (A lot of them), killstreaks or scorestreaks and thats it. It improves allot on the multiplayer from MW2 bit i still find MW2's multyplayer fun.   The game is challenging in a good way, exept for multiplayer. Hackers rule in multiplayer while we are just a little guy getting killed over and over again, So heres some advice for InfinityWard: Add anti-cheat stuff! Anyways the game is good. Graphics: 7/10 Challenge: 8.3/10 Fun:8.5/10 Everything: 8.5/10",1,0
42680,Call of Duty: Modern Warfare 3,Reall y Awesome game The campain is so cool and muliplayer,1,0
42680,Call of Duty: Modern Warfare 3,"Love the multiplayer, not a bad campaign either.",1,1
42680,Call of Duty: Modern Warfare 3,This game is too awsome :D,1,0
42680,Call of Duty: Modern Warfare 3,This game is the best fps game there is!,1,0
42680,Call of Duty: Modern Warfare 3,"Very good campaign, much better then the rest of the C.O.D franchise 10/10",1,0
42680,Call of Duty: Modern Warfare 3,,1,0
42680,Call of Duty: Modern Warfare 3,"MW3 MP easy beats Counter-Strike in number of hackers,u will challenge cheaters every single lobby,btw,there is no option to ban them,ez hacks,ez game=gg.I recommend this game for everyone,whos using cheats,at least u can challenge them....",-1,0
42680,Call of Duty: Modern Warfare 3,Fun Campaign Decent MP Bad Survival and Choas... way better than the next i.w. game Ghosts,1,0
42680,Call of Duty: Modern Warfare 3,"In my opinion, the last Call of Duty in the game series that was worth playing, it proves a bland expierence, fun, but limited as always.",1,0
42680,Call of Duty: Modern Warfare 3,A fun game and admits to using cheats sorry I was stupid,1,0
42680,Call of Duty: Modern Warfare 3,the ♥♥♥♥♥♥ game in the history of call of duty.,1,0
42680,Call of Duty: Modern Warfare 3,Still better then infinite warfare.,1,1
42680,Call of Duty: Modern Warfare 3,Massive cluster ♥♥♥♥. How do I remove this game from my account?  inb4 MW4,1,0
10,Counter-Strike,Nice the best game of the world !!,1,0
10,Counter-Strike,10/10  Would get wrecked by Russians any day.,1,0
10,Counter-Strike,"Sometimes when people see other people's discussions about thing that they dont spend much time on, they believe this opinion wont be good 9 times out of 10. As for me, i've been playing this game for 10 years and only in 2015 i got it in steam. If i could count the hours i had played, i would have been about 8-9k hours. So, i think every person that likes shooters started to play this game in the beginning. Recommend it for everyone",1,0
10,Counter-Strike,It's the best game i have 3000 hours on it!!!,1,0
10,Counter-Strike,"in my opinion, this is the best game ever made. LOVE IT.",1,0
10,Counter-Strike,  ♥,1,0
10,Counter-Strike,"I thought I would receive comfy nostalgia with a small but nice community, instead I got a bunch of ♥♥♥♥-talking mexicans 14/88 it's not like you think it would be",-1,0
10,Counter-Strike,So ez to ace hs w/ deag,1,0
10,Counter-Strike,Classic. One of the best and most competetive First Person Shooters ever made.,1,0
10,Counter-Strike,where are the skins?,1,1
10,Counter-Strike,This game is overrated.,-1,1
10,Counter-Strike,"So, this game have poor graphics and it's really old, but it still awesome.  This game is based on strategy team work game, that's why i love Counter Strike games.  Yes ... almost all FPS are based on teamwork. But Counter Strike 1.6 is special, you play just for play (no rewards), here you can improve your teamwork to play other games, for example! Or you can simply kill players with no reason... The community have already sent some funny mods for this game and it's currently running in some servers you can join (Zombie Mode, Deathrun, Jailbreak,...). Repetitive? Well it depends on you, if you play all time in the same map in same gamemode, of course is repetitive, but if you make pcw(team/clan war) with your friends in alternated maps, the game will never be repetitive.",1,0
10,Counter-Strike,The Best gaming of the world,1,0
10,Counter-Strike,CS CS C ♥♥♥♥ING S! NOSTALGIA + LIFE = COUNTER STRIKE,1,0
10,Counter-Strike,Black Screen... 11/10 Would buy again!,1,0
10,Counter-Strike,i love the game but there is alot of people that dont speak english which sucks if you dont speak other languages but english dont talk :),1,0
10,Counter-Strike,Gold Old!,1,0
10,Counter-Strike,Good old counter strike :) a lot of good memories,1,0
10,Counter-Strike,"Good ol' CS 1.6, best played on LAN.",1,0
10,Counter-Strike,One of my first video games that I started to play. One of my favorite &lt;3 :D,1,0
10,Counter-Strike,Very nice game :)),1,0
10,Counter-Strike,I want to play But i cant play,1,0
10,Counter-Strike,"Even after over 16 years of being released, it's still the best CS experience you can get.",1,0
10,Counter-Strike,It's very simple and is the best,1,1
10,Counter-Strike,nice game...recomanded,1,0
379720,DOOM,... ... ... Its a doom game... Doom games are fun. ,1,0
379720,DOOM,"From what I have played. I can tell you that i had a smile across my face the entire time. There are moments, that i feel are put in just for the original gamers to (in the midst of chaos) reflect on past moments, before being sucked back into insanity. DOOM1 had a awesome area in the intro map, where there was oodles of explosive barrels lined up for you to take out a room... well, DOOM 2016 throws this situation at you in a subtle way, and it absolutely took me back.   This game is the reason i got into gaming as a kid, and it is really good to see a fresh, modern take on sucha cult classic. I do not have pros and cons yet, but will update when i have finished the campeign. As it stands, i am very happy with my purchase.",1,1
379720,DOOM,"This is a fantastic game that manages to near perfeclty capture the frantic action of the orignal. Gone is the pseudo-horror adventure of DOOM 3. Instead, here we have an all action demon-slaying romp. If you're after that classic DOOM experience filtered through a modern visuals this game is it.   PROS:  + Near perfeclty captures the feel of classic DOOM + Loads of meaty guns that feel great to use + Combat system that rewards frantic run and gun action + Excellent finishing move system + Lots of hidden areas and secrets that make replaying the campaing fun + Beautiful visuals + Solid performance - managed to run a solid 60fps at high settings on a GTX770/i5 combo at 1080p  CONS: - Music is a bit bland - Story is very bare bones - at least it never gets in the way of the action - Not much variety in the levels - lots of red dust, rusty metal and shadows - Generic multiplayer mode feels sub-par comparied to most modern offerings - Occasionally disorientating level design due to everything looking a bit too similar  So there you have it. Its not sophisticated in any way. And it does not have that much variety. However, what it does it does very well indeed.",1,0
379720,DOOM,no iron sights in 2016 fps,1,1
379720,DOOM,"8 hours in. Oh yeah. The King of FPS is back. Fast, vicious, unforgiving, labyrinthian, ultraviolent gameplay. Secrets. Pickups. This is DOOM, kids. Drop your CoDs and your BFs, and come play what an FPS is REALLY about.  Great job id.  9/10",1,0
379720,DOOM,"Kampagne good, Multiplayer ok, SnapMap without 3 friends to play pretty much worthless,   8/10  Super Fun Combat, even more after you beat the Kampagne once and unlocked some demon runes, that make the combat faster  Update: Kampagne remains good but the MP is as bad as Snap Map, as Bethesda wants Doom to be seen as a complete pakage I would say its not a good one, the only reason this review is positive is because of the Singleplayer, I'm sorry for those who bought the season pass",1,0
379720,DOOM,"This game is a masterpiece, both technically and gameplay wise. You may or may not like multiplayer or Snap Map, but the single player experience is one of the best in the past decade. Just buy it.",1,0
379720,DOOM,"Pure FPS perfection, DOOM 2016 does pretty much everything right.   It captures the feel of the 1st and 2nd DOOM games perfectly. The combat is fast, brutal and just pure delight. Every weapon (well, maybe not the pistol so much) feels insanely fun to use, every enemy is satisfying to kill. The level design is great. On top of all that the presentation is stunning: the soundtrack is perfect, the graphics are unbelievable and it runs smooth as butter.  One of the best single player shooters of recent years, no doubt about that.",1,0
379720,DOOM,"Perhaps one of the best comeback games released in recent years, sans the multiplayer aspect. Single Player returning to Doom-past glory of just wonton violence towards demonic forces.",1,0
379720,DOOM,"Far better than it has any right to be.  It's amazing how keeping things simple and true to the DOOM 1/2 formulae somehow makes it feel fresh and new. Graphics are especially fantastic given how well it performs.  I'm not a huge fan of the art direction they chose, it seems like they gutted the gothic elements and made it very cartoony, but it grew on me over time. Small bits of humor in there make it clear they were not being very serious about it.   Combat in the game is fantastic, relying on constant movement to hunt demons. And you are the predator here, not the prey, which seems entirely intentional given other narrative bits in the game. The monster designs and feedback are exceptionally well polished and unique. I love the imp fireball charge. The base monster classes all operate very differently, something rare in games these days.  My only real complaint is the audio mixing is just bad. It's way too compressed, you can barely hear barrel explosions, and extreme ducking during events tends to cut out the (excellent) music. Physics effects seem to have no parameters for any sort of impact intensity and the smallest barrel refusing to settle makes continual annoying banging noises.",1,0
379720,DOOM,"This guy has no mercy! If you don't like DOOM, You are simply DOOMed.",1,0
